b'BCS Master Plan (BCS Planner Notebook)',b'Tk.135',b'\xe0\xa6\xae\xe0\xa7\x8b\xe0\xa6\x83 \xe0\xa6\x9c\xe0\xa6\xbe\xe0\xa6\xb9\xe0\xa6\xbf\xe0\xa6\xa6 \xe0\xa6\xb9\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa6\xbe\xe0\xa6\xa8'
b'Matador Hi-School Colors Ball Pen - 5 Color (5 Pcs)',b'Tk.30',b'Matador Group'
b'Matador Hi-School Ball Pen -Black Ink (12 Pcs)',b'Tk.60',b'Matador Group'
b'Matador I-teen Grip Ball Pen -Black Ink (6 Pcs)',b'Tk.60',b'Matador Group'
b'Matador Woodmark Ball Pen -Black Ink (6 Pcs)',b'Tk.60',b'Matador Group'
b'Matador Trio Ballpen -Black Ink (12 Pcs)',b'Tk.60',b'Matador Group'
b'Matador i-teen Rio Ball Pen -Black Ink (6 Pcs)',b'Tk.60',b'Matador Group'
b'Matador Glory Crystal Ball Pen - Black Ink (5 Pcs)',b'Tk.30',b'Matador Group'
b'Matador i-teen AROMA Ball Pen -Black Ink (6 Pcs)',b'Tk.45',b'Matador Group'
b'Matador All-time Ball Pen -Black Ink (6 Pcs)',b'Tk.36',b'Matador Group'
b'MBBS - Spiral Notebook Brown Cover (120 Pages) (RV_0080)',b'Tk.45',b'\xe0\xa6\xb0\xe0\xa7\x87\xe0\xa6\xad\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa6\xbf \xe0\xa6\xaa\xe0\xa6\xbe\xe0\xa6\xac\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xb8'
b'Faber Castell Textliner - Yellow Color - 10 Pcs',b'Tk.315',b'\xe0\xa6\xab\xe0\xa7\x87\xe0\xa6\xac\xe0\xa6\xbe\xe0\xa6\xb0 \xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x87\xe0\xa6\xb2'
b'Fevikwik One Drop Adhesive',b'Tk.7',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevicol Super Glue Vertical Pack 3 gm',b'Tk.20',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevicryl No Stitch Fabric Glue - 30 ml (Bottle Pack)',b'Tk.30',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevicryl Liquid Embroidery-GLITTER GREEN - 20 ml',b'Tk.50',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevicryl 3D Outliner (NP)  -GLITTER SILVER - 20 ml',b'Tk.50',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevicryl 3D Outliner (NP) -GLITTER GOLD - 20 ml',b'Tk.50',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevicryl 3D Outliner (NP) Glitter Green - 20 ml',b'Tk.50',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevicryl Glass Colour Kit (Solvent Based) - 85 ml',b'Tk.255',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
"b'Fevicryl Acrylic Colour- Pearl Metallic Kit - 60 ml (2 Gold, 1 Sliver, 1Bronze, 1 Rust, 1 Copper)'",b'Tk.185',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevicryl Acrylic Colour- Lilac Kit -60 ml (6 Shades)',b'Tk.120',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevicryl Acrylic Color- Sunflower Kit - 150 ml (15ml bottles of 10 shades)',b'Tk.280',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Rangeela Tempera Colour (3ml x 12 shades)',b'Tk.50',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Acron Colour Pencil (12 Colours)',b'Tk.110',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Acron Students Water Colour Pixy Pack 12x5 ml Tubes',b'Tk.135',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Acron Students Poster Colours Gulliver Kit - 120 ml (10ml bottles of 12 shades)',b'Tk.230',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevigum Synthetic Lime Gum (SQUEEZY) - 22.5 ml',b'Tk.15',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevistik Super Glue Stick - 15 gm',b'Tk.45',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevistik Super Glue Stick - 8 gm',b'Tk.35',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevicol MR Ele Pack White Adhesive - 50 gm',b'Tk.40',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevicol MR Ele Pack White Adhesive - 30 gm',b'Tk.30',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevicol MR White Adhesive (SQUEZEE BOTTLE) - 200 gm',b'Tk.100',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevicol MR White Adhesive (SQUEEZY) - 50 gm',b'Tk.35',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Fevicol MR White Adhesive (SQUEEZY) - 22.5 gm',b'Tk.20',b'\xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x9f\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xae\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\xa1\xe0\xa6\xbf) \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xad\xe0\xa7\x87\xe0\xa6\x9f \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top One Ball Pen - B (6 Pcs -Black Ink)',b'Tk.36',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Masnun Dua - Jabal Package (28 Pcs Stickers)',b'Tk.230',b'\xe0\xa6\x9a\xe0\xa7\x9c\xe0\xa7\x81\xe0\xa6\x87 \xe0\xa6\xaa\xe0\xa6\xbe\xe0\xa6\xac\xe0\xa6\xb2\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\xa8'
b'Al-Nuaim BLACK ORCHID Attar - 6ml (Tohfa Series)',b'Tk.270',b'Al-Nuaim'
b'Khair Natural Olive Miswak',b'Tk.60',b'Khair Natural'
b'Al Haramain Aysha -10ml (Pure Perfume)',b'Tk.399',b'Al Haramain'
